scenario,sample,replicate,regolith_pct,vermicompost_pct,mycorrhiza,light_hours,dark_days_continuous,radiation_msv_day,gravity_g,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,ph,perchlorate_ppm,glass_fines_pct,transpiration_index,xylem_geometry_risk,dark_lethality_index,xylem_embolism_risk,toxicity_index,dry_root_g,dry_shoot_g,seed_weight_g,slakes,biomass_g,total_seed,height_cm,survival,mortality_probability
simulated_lunar_1,LRS100-,1,100.0,0.0,0.0,16.0,3.0,0.52854,0.16667,27.42379,12.73871,72.05148,9.94911,65.9272,14.59261,1.08138,0.86574,0.13296,1.0,0.87311,1.13,0.46,0.0,0.15,0.0,0.0,0.1933,0.0646,0.7004
simulated_lunar_2,LRS100-,1,100.0,0.0,0.0,0.0,10.0,1.13033,0.16667,16.35724,14.02837,71.1984,9.7406,67.81315,15.10347,0.84938,0.39167,0.7773,0.57467,0.89579,1.13,0.46,0.0,0.15,0.0,0.0,0.0874,0.0245,0.98
simulated_lunar_3,LRS100-,1,100.0,0.0,0.0,8.0,7.0,0.35163,0.16667,33.88469,13.78331,79.28718,9.51208,76.07032,13.62742,0.95602,0.82081,0.5,0.89811,0.88166,1.13,0.46,0.0,0.15,0.0,0.0,0.0557,0.0162,0.9409
simulated_lunar_4,LRS100-,1,100.0,0.0,0.0,16.0,14.0,2.10378,0.16667,29.15332,13.60713,70.8281,9.57589,82.51097,15.01188,0.8299,0.61556,0.99331,0.70174,0.94811,1.13,0.46,0.0,0.15,0.0,0.0,0.025,0.0081,0.98
simulated_lunar_5,LRS100-,1,100.0,0.0,0.0,16.0,14.0,1.14737,0.16667,29.19979,13.01005,63.37113,9.62274,55.40595,13.32522,0.77254,0.38387,0.99331,0.5397,0.79493,1.13,0.46,0.0,0.15,0.0,0.0,0.289,0.0769,0.98
simulated_lunar_6,LRS100-,1,100.0,0.0,0.0,16.0,10.0,1.54081,0.16667,31.39827,11.9177,83.45463,9.52461,62.88196,17.51913,1.14604,0.35957,0.92414,0.66869,0.95111,1.13,0.46,0.0,0.15,0.0,0.0,0.068,0.0225,0.98
simulated_lunar_7,LRS100-,1,100.0,0.0,0.0,0.0,14.0,1.62702,0.16667,29.92674,13.33577,58.13028,10.01045,62.7872,15.07742,1.00699,0.80154,0.97702,0.91449,0.87615,1.13,0.46,0.0,0.15,0.0,0.0,0.2763,0.0756,0.98
observed_earth_simulant,LRS100-,2,100.0,0.0,0.0,12.0,0.5,0.02,1.0,52.15075,18.91615,112.60618,9.27431,0.0,4.21573,0.98636,0.36624,0.02298,0.0,0.30881,1.41,0.32,0.0,0.17,1.73,0.0,14.0,1.0,0.0
simulated_lunar_1,LRS100-,2,100.0,0.0,0.0,4.0,3.0,1.45669,0.16667,31.10954,11.01119,82.06527,9.82594,57.648,12.31227,0.74212,0.85754,0.05665,0.79541,0.77239,1.41,0.32,0.0,0.17,0.0,0.0,5.3736,1.0,0.5741
simulated_lunar_2,LRS100-,2,100.0,0.0,0.0,12.0,3.0,0.97069,0.16667,32.05317,13.16138,54.23178,9.52162,69.80773,14.84816,0.5236,0.20632,0.10088,0.35781,0.89547,1.41,0.32,0.0,0.17,0.0,0.0,0.3177,0.0749,0.5212
simulated_lunar_3,LRS100-,2,100.0,0.0,0.0,8.0,10.0,0.66387,0.16667,34.53401,7.15612,78.04449,9.46802,99.33091,13.84828,1.00417,0.72804,0.86704,0.86324,0.97563,1.41,0.32,0.0,0.17,0.0,0.0,0.0025,0.0006,0.98
simulated_lunar_4,LRS100-,2,100.0,0.0,0.0,8.0,14.0,0.62391,0.16667,32.1361,12.70087,93.44885,9.47231,46.20085,15.70155,1.01399,0.75948,0.98757,0.88989,0.83302,1.41,0.32,0.0,0.17,0.0,0.0,0.3921,0.0747,0.98
simulated_lunar_5,LRS100-,2,100.0,0.0,0.0,8.0,7.0,1.91057,0.16667,50.94393,12.14889,67.73309,9.35185,50.7617,10.74301,0.98998,0.70482,0.5,0.84006,0.69862,1.41,0.32,0.0,0.17,0.0,0.0,0.3273,0.0683,0.8897
simulated_lunar_6,LRS100-,2,100.0,0.0,0.0,0.0,14.0,1.24159,0.16667,30.10372,10.11089,74.61286,9.58884,58.7284,16.64888,0.69112,0.43718,0.97702,0.53666,0.90895,1.41,0.32,0.0,0.17,0.0,0.0,0.1505,0.0268,0.98
simulated_lunar_7,LRS100-,2,100.0,0.0,0.0,4.0,14.0,2.11977,0.16667,34.59324,10.01027,72.93561,9.66331,60.65051,14.16311,0.76388,0.79792,0.98309,0.77406,0.8402,1.41,0.32,0.0,0.17,0.0,0.0,0.375,0.0672,0.98
observed_earth_simulant,LRS100-,3,100.0,0.0,0.0,12.0,0.5,0.02,1.0,53.36579,17.84032,102.09757,9.11247,0.0,3.97734,1.07285,0.29016,0.02298,0.0,0.30153,1.19,0.34,0.0,0.13,1.53,0.0,15.9,1.0,0.0
simulated_lunar_1,LRS100-,3,100.0,0.0,0.0,0.0,14.0,1.39998,0.16667,34.78932,11.91191,77.17379,9.7696,65.52435,14.92245,0.74604,0.29565,0.97702,0.47928,0.88168,1.19,0.34,0.0,0.13,0.0,0.0,0.173,0.0354,0.98
simulated_lunar_2,LRS100-,3,100.0,0.0,0.0,0.0,3.0,0.86034,0.16667,27.35998,11.91278,75.10785,9.4543,46.33719,12.78021,0.97677,0.79637,0.04209,0.89386,0.74427,1.19,0.34,0.0,0.13,0.0,0.0,6.299,1.0,0.5826
simulated_lunar_3,LRS100-,3,100.0,0.0,0.0,0.0,14.0,1.2827,0.16667,30.52436,9.7785,71.99261,9.9152,64.70698,11.30062,0.60985,0.87828,0.97702,0.72758,0.76795,1.19,0.34,0.0,0.13,0.0,0.0,0.2356,0.0407,0.98
simulated_lunar_4,LRS100-,3,100.0,0.0,0.0,4.0,7.0,0.56158,0.16667,34.02219,11.42867,62.58553,9.47847,55.3709,12.96562,0.60566,0.30922,0.4225,0.43618,0.78381,1.19,0.34,0.0,0.13,0.0,0.0,0.2713,0.0483,0.75
simulated_lunar_5,LRS100-,3,100.0,0.0,0.0,4.0,3.0,0.75104,0.16667,24.98909,12.61768,61.06398,9.77289,67.32336,17.32994,0.76214,0.35095,0.05665,0.51672,0.96199,1.19,0.34,0.0,0.13,0.0,0.0,0.0839,0.0151,0.5424
simulated_lunar_6,LRS100-,3,100.0,0.0,0.0,8.0,10.0,1.4706,0.16667,25.84703,11.87287,54.69236,9.69994,72.50962,14.86883,0.92784,0.37271,0.86704,0.59358,0.90624,1.19,0.34,0.0,0.13,0.0,0.0,0.1017,0.0191,0.98
simulated_lunar_7,LRS100-,3,100.0,0.0,0.0,12.0,7.0,1.06059,0.16667,30.13201,11.16034,73.76221,9.78789,63.81852,13.45623,0.76639,0.53031,0.5775,0.62152,0.83048,1.19,0.34,0.0,0.13,0.0,0.0,0.3729,0.073,0.9173
observed_earth_simulant,LRS100-,4,100.0,0.0,0.0,12.0,0.5,0.02,1.0,52.40209,17.37386,114.62709,9.27405,0.0,4.10805,0.96312,0.25136,0.02298,0.0,0.30552,0.33,1.24,0.0,0.28,1.57,0.0,9.0,1.0,0.0
simulated_lunar_1,LRS100-,4,100.0,0.0,0.0,4.0,10.0,2.03023,0.16667,41.93009,11.59357,59.70432,9.84266,88.17331,17.51209,0.75475,0.80712,0.82671,0.77413,1.0,0.33,1.24,0.0,0.28,0.0,0.0,0.2646,0.0753,0.98
simulated_lunar_2,LRS100-,4,100.0,0.0,0.0,0.0,3.0,0.57442,0.16667,35.57758,15.74512,65.20176,9.66985,75.74137,12.59569,0.973,0.93274,0.04209,0.98204,0.8489,0.33,1.24,0.0,0.28,0.0,0.0,0.0118,0.0037,0.6256
simulated_lunar_3,LRS100-,4,100.0,0.0,0.0,4.0,10.0,0.76963,0.16667,25.54434,9.23277,85.01705,9.77004,48.98905,13.3318,0.75516,0.79325,0.82671,0.76645,0.77107,0.33,1.24,0.0,0.28,0.0,0.0,0.0455,0.0134,0.98
simulated_lunar_4,LRS100-,4,100.0,0.0,0.0,8.0,14.0,1.2859,0.16667,16.12268,13.04374,92.09264,9.37311,60.43576,16.67924,0.74402,0.63589,0.98757,0.6711,0.91628,0.33,1.24,0.0,0.28,0.0,0.0,0.223,0.0632,0.98
simulated_lunar_5,LRS100-,4,100.0,0.0,0.0,12.0,7.0,1.05221,0.16667,24.22244,16.90143,49.68122,9.39698,50.55051,16.29856,0.85011,0.53338,0.5775,0.66148,0.86758,0.33,1.24,0.0,0.28,0.0,0.0,0.1447,0.0467,0.9347
simulated_lunar_6,LRS100-,4,100.0,0.0,0.0,12.0,14.0,1.07701,0.16667,32.50487,11.87974,65.12941,9.507,68.93334,14.79279,1.05784,0.46932,0.99087,0.71152,0.8905,0.33,1.24,0.0,0.28,0.0,0.0,0.231,0.0674,0.98
simulated_lunar_7,LRS100-,4,100.0,0.0,0.0,4.0,3.0,0.52532,0.16667,23.57979,13.90146,65.96143,9.85932,62.99656,17.80735,0.8403,0.34298,0.05665,0.54154,0.96035,0.33,1.24,0.0,0.28,0.0,0.0,3.3632,1.0,0.5482
observed_earth_simulant,LRS100-,5,100.0,0.0,0.0,12.0,0.5,0.02,1.0,45.32217,14.50078,113.33407,9.21228,0.0,3.79819,0.88383,0.37133,0.02298,0.0,0.29606,0.22,1.43,0.0,0.16,1.65,0.0,11.0,1.0,0.0
simulated_lunar_1,LRS100-,5,100.0,0.0,0.0,16.0,3.0,1.19681,0.16667,52.2959,5.93908,73.38798,9.71907,74.36407,14.98052,1.09621,0.55583,0.13296,0.78977,0.9166,0.22,1.43,0.0,0.16,0.0,0.0,0.2406,0.0629,0.6565
simulated_lunar_2,LRS100-,5,100.0,0.0,0.0,0.0,10.0,1.90702,0.16667,12.79199,14.09654,63.79048,9.70627,65.08608,14.10538,1.03528,0.42918,0.7773,0.6742,0.85507,0.22,1.43,0.0,0.16,0.0,0.0,0.1425,0.04,0.98
simulated_lunar_3,LRS100-,5,100.0,0.0,0.0,12.0,14.0,1.7494,0.16667,42.47186,10.0756,65.57127,9.37873,53.58098,15.57244,0.8198,0.93293,0.99087,0.88652,0.85675,0.22,1.43,0.0,0.16,0.0,0.0,4.3312,1.0,0.98
simulated_lunar_4,LRS100-,5,100.0,0.0,0.0,16.0,14.0,2.16233,0.16667,32.25969,13.86322,67.42906,9.57222,77.10404,16.13801,0.43562,0.26993,0.99331,0.35753,0.96225,0.22,1.43,0.0,0.16,0.0,0.0,0.1706,0.0442,0.98
simulated_lunar_5,LRS100-,5,100.0,0.0,0.0,4.0,7.0,0.43203,0.16667,35.08979,13.38532,72.74068,9.63123,83.43573,15.12257,0.82636,0.5889,0.4225,0.68399,0.95496,0.22,1.43,0.0,0.16,0.0,0.0,0.2362,0.0688,0.8462
simulated_lunar_6,LRS100-,5,100.0,0.0,0.0,16.0,14.0,1.20868,0.16667,48.09885,14.12955,79.20778,9.52115,67.09475,16.5459,0.74879,0.65278,0.99331,0.68307,0.93717,0.22,1.43,0.0,0.16,0.0,0.0,0.1701,0.047,0.98
simulated_lunar_7,LRS100-,5,100.0,0.0,0.0,0.0,7.0,1.14689,0.16667,21.21113,12.84641,60.4104,9.60355,75.5011,12.39225,0.71185,0.54702,0.34865,0.60595,0.84178,0.22,1.43,0.0,0.16,0.0,0.0,0.027,0.0073,0.7509
observed_earth_simulant,LRS100-,6,100.0,0.0,0.0,12.0,0.5,0.02,1.0,56.89901,13.03782,103.45594,9.34126,0.0,4.15197,0.9497,0.24873,0.02298,0.0,0.30687,1.05,1.47,0.0,0.28,2.52,0.0,12.1,1.0,0.0
simulated_lunar_1,LRS100-,6,100.0,0.0,0.0,16.0,14.0,1.16987,0.16667,34.31454,9.98506,64.09656,9.51641,72.7668,14.00447,0.89891,0.67106,0.99331,0.77064,0.88079,1.05,1.47,0.0,0.28,0.0,0.0,0.2865,0.0733,0.98
simulated_lunar_2,LRS100-,6,100.0,0.0,0.0,12.0,14.0,2.18554,0.16667,25.35023,2.0,62.19336,9.68362,66.05369,14.68429,0.64097,0.5382,0.99087,0.5686,0.87639,1.05,1.47,0.0,0.28,0.0,0.0,0.182,0.0405,0.98
simulated_lunar_3,LRS100-,6,100.0,0.0,0.0,12.0,14.0,0.95295,0.16667,25.7572,12.16605,83.85957,9.63572,61.07233,13.45211,0.70345,0.54602,0.99087,0.60152,0.82006,1.05,1.47,0.0,0.28,0.0,0.0,0.2218,0.0526,0.98
simulated_lunar_4,LRS100-,6,100.0,0.0,0.0,8.0,7.0,0.62412,0.16667,22.15987,12.37198,75.62564,9.53226,79.65489,13.87794,0.84581,0.77269,0.5,0.80521,0.90275,1.05,1.47,0.0,0.28,0.0,0.0,0.0452,0.0123,0.9219
simulated_lunar_5,LRS100-,6,100.0,0.0,0.0,16.0,7.0,1.13991,0.16667,40.84749,12.25859,57.49461,9.55778,59.50742,13.71335,0.7286,0.64865,0.65135,0.67054,0.82217,1.05,1.47,0.0,0.28,0.0,0.0,0.1437,0.0302,0.98
simulated_lunar_6,LRS100-,6,100.0,0.0,0.0,4.0,3.0,0.33047,0.16667,21.93392,11.50592,75.35901,9.72945,43.90806,19.15753,0.9757,0.27245,0.05665,0.54566,0.93002,1.05,1.47,0.0,0.28,0.0,0.0,3.6962,1.0,0.5432
simulated_lunar_7,LRS100-,6,100.0,0.0,0.0,16.0,3.0,1.84969,0.16667,25.04723,14.78039,55.15732,9.27064,51.30592,15.79476,0.80939,0.44253,0.13296,0.58899,0.85501,1.05,1.47,0.0,0.28,0.0,0.0,0.2047,0.0523,0.594
observed_earth_simulant,LRS100-,7,100.0,0.0,0.0,12.0,0.5,0.02,1.0,54.88093,15.11679,109.58763,9.17439,0.0,3.94737,1.04643,0.34281,0.02298,0.0,0.30061,0.1,0.58,0.0,0.22,0.6799999999999999,0.0,13.0,1.0,0.0
simulated_lunar_1,LRS100-,7,100.0,0.0,0.0,12.0,3.0,1.65381,0.16667,24.57358,12.73809,48.78561,9.46179,58.50644,15.96641,0.88938,0.67316,0.10088,0.76705,0.88726,0.1,0.58,0.0,0.22,0.0,0.0,0.3065,0.074,0.6218
simulated_lunar_2,LRS100-,7,100.0,0.0,0.0,8.0,14.0,0.42828,0.16667,47.53375,11.73213,61.37882,9.67548,62.14835,12.13668,0.79172,0.21591,0.98757,0.44881,0.7839,0.1,0.58,0.0,0.22,0.0,0.0,0.042,0.0099,0.98
simulated_lunar_3,LRS100-,7,100.0,0.0,0.0,0.0,3.0,0.56136,0.16667,28.7441,8.98465,75.06451,9.39633,77.12319,14.74089,1.08855,0.94141,0.04209,1.0,0.91963,0.1,0.58,0.0,0.22,0.0,0.0,0.3475,0.0702,0.6442
simulated_lunar_4,LRS100-,7,100.0,0.0,0.0,0.0,14.0,1.53129,0.16667,29.5808,11.63789,81.15859,9.45285,63.84854,16.98708,1.0217,0.38625,0.97702,0.63929,0.93848,0.1,0.58,0.0,0.22,0.0,0.0,0.2497,0.0576,0.98
simulated_lunar_5,LRS100-,7,100.0,0.0,0.0,12.0,3.0,0.42277,0.16667,23.45036,3.57439,76.5612,10.18859,76.99264,15.4591,0.76474,0.33026,0.10088,0.50582,0.94108,0.1,0.58,0.0,0.22,0.0,0.0,0.2847,0.0636,0.5673
simulated_lunar_6,LRS100-,7,100.0,0.0,0.0,12.0,10.0,0.6119,0.16667,32.72015,13.98155,66.97548,9.49511,30.46185,12.07902,0.90778,0.56088,0.89912,0.70525,0.66331,0.1,0.58,0.0,0.22,0.0,0.0,0.1286,0.0288,0.98
simulated_lunar_7,LRS100-,7,100.0,0.0,0.0,16.0,14.0,1.74462,0.16667,45.1971,13.25701,55.68981,9.79451,64.70364,16.55142,0.559,0.89115,0.99331,0.70328,0.92838,0.1,0.58,0.0,0.22,0.0,0.0,0.0553,0.0122,0.98
observed_earth_simulant,LRS100-,8,100.0,0.0,0.0,12.0,0.5,0.02,1.0,49.28454,16.55745,112.56963,9.17134,0.0,4.18389,1.05112,0.24476,0.02298,0.0,0.30784,0.4,0.49,0.0,0.14,0.89,0.0,18.2,1.0,0.0
simulated_lunar_1,LRS100-,8,100.0,0.0,0.0,4.0,3.0,0.32439,0.16667,17.13907,10.97879,47.67773,9.62448,97.57738,12.55449,0.65412,0.68079,0.05665,0.64992,0.92952,0.4,0.49,0.0,0.14,0.0,0.0,7.1807,1.0,0.5692
simulated_lunar_2,LRS100-,8,100.0,0.0,0.0,12.0,7.0,0.66903,0.16667,36.63634,8.8788,78.58984,9.87357,51.36181,12.18794,0.78742,0.71637,0.5775,0.73978,0.74502,0.4,0.49,0.0,0.14,0.0,0.0,0.3086,0.0521,0.9297
simulated_lunar_3,LRS100-,8,100.0,0.0,0.0,0.0,10.0,1.49881,0.16667,24.48278,6.84791,69.29089,9.4768,42.65779,15.33497,0.79342,0.91383,0.7773,0.85883,0.80854,0.4,0.49,0.0,0.14,0.0,0.0,0.0071,0.001,0.98
simulated_lunar_4,LRS100-,8,100.0,0.0,0.0,12.0,3.0,1.28522,0.16667,40.85768,12.17968,86.66538,9.67336,53.62424,12.81142,1.24644,0.69386,0.10088,0.96704,0.77255,0.4,0.49,0.0,0.14,0.0,0.0,0.1681,0.0246,0.6489
simulated_lunar_5,LRS100-,8,100.0,0.0,0.0,0.0,3.0,1.50874,0.16667,31.22707,8.28196,87.44943,9.8597,75.76222,13.64232,0.61057,0.81229,0.04209,0.69438,0.88096,0.4,0.49,0.0,0.14,0.0,0.0,0.0374,0.0056,0.5601
simulated_lunar_6,LRS100-,8,100.0,0.0,0.0,12.0,7.0,0.63516,0.16667,52.02843,11.62693,80.93772,9.36448,64.40477,16.49163,0.94874,0.35943,0.5775,0.59304,0.92543,0.4,0.49,0.0,0.14,0.0,0.0,0.4376,0.06,0.9291
simulated_lunar_7,LRS100-,8,100.0,0.0,0.0,12.0,14.0,1.49099,0.16667,18.56688,6.74364,80.02707,9.74399,54.8954,15.61877,0.66925,0.55842,0.99087,0.59237,0.8631,0.4,0.49,0.0,0.14,0.0,0.0,0.0443,0.0081,0.98
observed_earth_simulant,LRS100+,1,100.0,0.0,1.0,12.0,0.5,0.02,1.0,75.44427,18.85037,123.26017,9.09969,0.0,4.17371,1.08147,0.3779,0.02298,0.0,0.30753,1.95,2.4,0.0,0.6,4.35,0.0,16.8,1.0,0.0
simulated_lunar_1,LRS100+,1,100.0,0.0,1.0,8.0,14.0,1.19914,0.16667,54.49599,21.34741,113.85898,9.13074,84.34983,18.18501,0.79884,0.90574,0.98757,0.85741,1.0,1.95,2.4,0.0,0.6,0.0,0.0,0.1701,0.0303,0.98
simulated_lunar_2,LRS100+,1,100.0,0.0,1.0,0.0,3.0,1.16815,0.16667,49.89665,18.43006,108.00217,9.34922,40.36433,12.09081,0.74863,0.81129,0.04209,0.773,0.70081,1.95,2.4,0.0,0.6,0.0,0.0,0.285,0.0495,0.5437
simulated_lunar_3,LRS100+,1,100.0,0.0,1.0,4.0,3.0,2.17374,0.16667,66.18946,28.2961,97.21134,9.60799,64.38005,17.98192,0.89266,0.44414,0.05665,0.62481,0.97087,1.95,2.4,0.0,0.6,0.0,0.0,0.2522,0.0485,0.5712
simulated_lunar_4,LRS100+,1,100.0,0.0,1.0,12.0,14.0,2.17506,0.16667,64.82372,17.90749,102.01272,9.25397,65.63266,15.54623,0.56739,0.8426,0.99087,0.68451,0.90115,1.95,2.4,0.0,0.6,0.0,0.0,0.0635,0.0102,0.98
simulated_lunar_5,LRS100+,1,100.0,0.0,1.0,16.0,14.0,0.6193,0.16667,52.69039,21.59636,104.97024,9.34253,54.13243,15.29864,1.09243,0.69481,0.99331,0.88705,0.85046,1.95,2.4,0.0,0.6,0.0,0.0,0.231,0.0348,0.98
simulated_lunar_6,LRS100+,1,100.0,0.0,1.0,12.0,10.0,0.71871,0.16667,53.56403,26.40828,107.91891,9.35846,74.38814,16.36311,0.78794,0.71884,0.89912,0.7415,0.95894,1.95,2.4,0.0,0.6,0.0,0.0,0.4588,0.0745,0.98
simulated_lunar_7,LRS100+,1,100.0,0.0,1.0,12.0,14.0,1.54245,0.16667,50.5581,24.70763,72.51568,9.28548,66.9377,14.40528,0.94903,0.28354,0.99087,0.54365,0.87118,1.95,2.4,0.0,0.6,0.0,0.0,0.2858,0.0474,0.98
observed_earth_simulant,LRS100+,2,100.0,0.0,1.0,12.0,0.5,0.02,1.0,73.4151,25.2448,125.45885,9.11407,0.0,3.87554,1.07435,0.25038,0.02298,0.0,0.29842,2.96,3.36,0.0,0.56,6.32,0.0,11.0,1.0,0.0
simulated_lunar_1,LRS100+,2,100.0,0.0,1.0,12.0,14.0,0.90732,0.16667,46.01979,26.39339,107.19189,9.18806,55.03147,13.65512,0.62291,0.54545,0.99087,0.56406,0.80361,2.96,3.36,0.0,0.56,0.0,0.0,0.2881,0.0754,0.98
simulated_lunar_2,LRS100+,2,100.0,0.0,1.0,16.0,10.0,0.57715,0.16667,60.08049,20.26488,84.40726,9.34127,44.89703,12.29685,1.31118,0.2926,0.92414,0.67805,0.7241,2.96,3.36,0.0,0.56,0.0,0.0,4.2362,1.0,0.98
simulated_lunar_3,LRS100+,2,100.0,0.0,1.0,12.0,10.0,1.63787,0.16667,37.88816,28.91358,91.76744,9.74515,68.57048,17.64969,0.90356,0.23942,0.89912,0.49977,0.97644,2.96,3.36,0.0,0.56,0.0,0.0,0.0632,0.0143,0.98
simulated_lunar_4,LRS100+,2,100.0,0.0,1.0,4.0,3.0,1.34109,0.16667,42.46327,20.6427,118.40657,9.75614,61.56627,12.60168,0.93943,0.41228,0.05665,0.62373,0.79592,2.96,3.36,0.0,0.56,0.0,0.0,3.7506,1.0,0.5359
simulated_lunar_5,LRS100+,2,100.0,0.0,1.0,4.0,10.0,1.72931,0.16667,41.33926,20.37496,114.07358,9.16534,54.92519,14.81532,0.98031,0.41831,0.82671,0.64431,0.83866,2.96,3.36,0.0,0.56,0.0,0.0,0.058,0.0175,0.98
simulated_lunar_6,LRS100+,2,100.0,0.0,1.0,16.0,3.0,1.5888,0.16667,63.39014,24.69106,102.50971,9.62093,58.46873,16.98545,0.45552,0.27204,0.13296,0.36534,0.91826,2.96,3.36,0.0,0.56,0.0,0.0,4.4055,1.0,0.5507
simulated_lunar_7,LRS100+,2,100.0,0.0,1.0,8.0,14.0,2.14248,0.16667,48.31674,20.81529,111.70612,9.45147,41.68721,14.71796,1.05122,0.48153,0.98757,0.71717,0.78604,2.96,3.36,0.0,0.56,0.0,0.0,0.2721,0.0636,0.98
observed_earth_simulant,LRS100+,4,100.0,0.0,1.0,12.0,0.5,0.02,1.0,69.36118,23.05932,129.79973,8.91439,0.0,3.80369,1.01817,0.29827,0.02298,0.0,0.29622,1.84,2.65,0.0,0.31,4.49,0.0,22.0,1.0,0.0
simulated_lunar_1,LRS100+,4,100.0,0.0,1.0,16.0,7.0,0.34375,0.16667,56.27454,19.49235,96.07373,9.37087,85.89957,14.8477,0.69061,0.56314,0.65135,0.6049,0.9558,1.84,2.65,0.0,0.31,0.0,0.0,0.2347,0.0347,0.98
simulated_lunar_2,LRS100+,4,100.0,0.0,1.0,16.0,7.0,1.07013,0.16667,51.56204,20.141,111.63394,9.1011,58.00164,14.36338,0.91661,0.81412,0.65135,0.87109,0.83639,1.84,2.65,0.0,0.31,0.0,0.0,0.415,0.0603,0.98
simulated_lunar_3,LRS100+,4,100.0,0.0,1.0,16.0,7.0,0.31012,0.16667,45.4999,20.53586,106.39315,9.67379,67.45956,14.00754,0.73682,0.39257,0.65135,0.53055,0.86098,1.84,2.65,0.0,0.31,0.0,0.0,0.0594,0.0068,0.9538
simulated_lunar_4,LRS100+,4,100.0,0.0,1.0,4.0,14.0,2.1565,0.16667,50.70222,21.10025,130.7639,9.55812,72.63445,13.55982,0.70345,0.56783,0.98309,0.61349,0.86671,1.84,2.65,0.0,0.31,0.0,0.0,0.5656,0.0729,0.98
simulated_lunar_5,LRS100+,4,100.0,0.0,1.0,0.0,3.0,0.75049,0.16667,53.06625,23.96064,112.37217,9.66932,32.45935,13.38224,0.72482,0.4693,0.04209,0.56858,0.71062,1.84,2.65,0.0,0.31,0.0,0.0,0.3721,0.0498,0.4946
simulated_lunar_6,LRS100+,4,100.0,0.0,1.0,4.0,14.0,1.16653,0.16667,65.30214,21.46631,109.20722,9.37919,68.65172,17.20052,0.76901,0.68418,0.98309,0.71141,0.96302,1.84,2.65,0.0,0.31,0.0,0.0,0.3151,0.0451,0.98
simulated_lunar_7,LRS100+,4,100.0,0.0,1.0,4.0,10.0,2.18565,0.16667,65.24503,22.37151,104.11373,9.35609,59.59187,15.18433,0.8613,0.61128,0.82671,0.71451,0.86744,1.84,2.65,0.0,0.31,0.0,0.0,0.3704,0.0512,0.98
observed_earth_simulant,LRS100+,5,100.0,0.0,1.0,12.0,0.5,0.02,1.0,72.94378,22.95001,142.76983,8.98723,0.0,4.2392,0.98859,0.2368,0.02298,0.0,0.30953,2.88,3.5,0.0,0.49,6.38,0.0,17.1,1.0,0.0
simulated_lunar_1,LRS100+,5,100.0,0.0,1.0,0.0,7.0,1.3003,0.16667,61.56607,20.18092,104.8787,9.33602,52.37925,16.61895,0.77142,0.2743,0.34865,0.47598,0.88422,2.88,3.5,0.0,0.49,0.0,0.0,0.1665,0.0254,0.7269
simulated_lunar_2,LRS100+,5,100.0,0.0,1.0,16.0,14.0,1.20604,0.16667,60.23331,23.28829,104.19104,9.30415,62.30709,15.86809,0.92526,0.75157,0.99331,0.83589,0.89851,2.88,3.5,0.0,0.49,0.0,0.0,0.3238,0.058,0.98
simulated_lunar_3,LRS100+,5,100.0,0.0,1.0,16.0,14.0,1.64289,0.16667,63.55799,31.0193,107.25024,9.19463,60.61043,16.58545,1.147,0.81052,0.99331,1.0,0.91407,2.88,3.5,0.0,0.49,0.0,0.0,0.3905,0.0686,0.98
simulated_lunar_4,LRS100+,5,100.0,0.0,1.0,0.0,3.0,0.44572,0.16667,48.08107,23.08322,108.31064,9.34516,60.31741,13.47092,1.20418,0.80626,0.04209,1.0,0.8178,2.88,3.5,0.0,0.49,0.0,0.0,0.4085,0.0759,0.6239
simulated_lunar_5,LRS100+,5,100.0,0.0,1.0,12.0,3.0,1.0704,0.16667,40.89841,18.59743,102.51288,9.10358,56.16159,11.31796,0.8107,0.91315,0.10088,0.86908,0.73643,2.88,3.5,0.0,0.49,0.0,0.0,6.2044,1.0,0.6172
simulated_lunar_6,LRS100+,5,100.0,0.0,1.0,16.0,14.0,2.13283,0.16667,67.10342,20.16807,80.93215,9.27873,61.52814,17.90683,0.95652,0.58526,0.99331,0.74403,0.95788,2.88,3.5,0.0,0.49,0.0,0.0,0.1807,0.0338,0.98
simulated_lunar_7,LRS100+,5,100.0,0.0,1.0,4.0,3.0,0.85112,0.16667,47.76101,23.24901,119.94713,9.42397,38.11555,17.30713,1.21078,0.58665,0.05665,0.86662,0.85176,2.88,3.5,0.0,0.49,0.0,0.0,6.6195,1.0,0.6078
observed_earth_simulant,LRS100+,6,100.0,0.0,1.0,12.0,0.5,0.02,1.0,66.64194,24.20338,135.30738,8.8821,0.0,4.05188,1.04352,0.33559,0.02298,0.0,0.30381,2.95,3.47,0.0,0.63,6.42,0.0,15.5,1.0,0.0
simulated_lunar_1,LRS100+,6,100.0,0.0,1.0,12.0,10.0,0.31684,0.16667,58.62829,21.19484,106.35334,8.99932,57.55559,10.7566,1.01168,0.20518,0.89912,0.51247,0.72451,2.95,3.47,0.0,0.63,0.0,0.0,0.1048,0.02,0.98
simulated_lunar_2,LRS100+,6,100.0,0.0,1.0,4.0,10.0,0.50652,0.16667,39.82651,25.15974,108.8986,9.57893,50.91192,15.26072,0.88224,0.34218,0.82671,0.55681,0.83722,2.95,3.47,0.0,0.63,0.0,0.0,0.1552,0.0316,0.98
